payment_id,PARTN,AVKON,SGTXT,KWBTR,KWAER,BVDAT
[11157],AMX INDUSTRIES,SE68LCKC51835489607558,receipt number  INV100000000008136,27153.389999999898,SEK,20060922
[11158],Nakamura & Co. 株式会社,IE80QKMH17158377169473,9301176152 ,341995.86,EUR,20170930
[11159],Bertolini & Co. SRL,JP10BDVR92723039543589, 4316274564,21107277.700000003,JPY,20001012
[11160],LPT ENERGY,IE81NFGS32338919992498,ref 0: 9565547806 | ref 1: 4539830958 | ref 2: 7114862372 | ref 3: 7992957779 ,914818.7500000001,EUR,20031002
[11161],Rossi Family Ventures,CH63NCZR79469934122522,+ 9182076436 + 7840782276 + 0682964794 + 3361475836 ,654166.81,CHF,20241001
[11162],Kim & Choi Electronics,FR30KSSC94928415856154,ORDER OF  INV100000000000611 oo8e5,78969.34999999999,EUR,20191009
[11163],Blue Horizon Travel Ltd,JP26PWMP40022856455126, 9503373315,9223557.13,JPY,20151007
[11164],Blue Horizon Travel Ltd,JP26PWMP40022856455126, 9503373315,15426106.719999999,JPY,20150925
[11165],Patel & Co. Pvt. Ltd.,ZW41ZNUS76964877114424,RECEIPT 22249509693 100000026313  NUM x2c2,374330.74,USD,20221006
[11166],Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF  INV1000000008021684,42615.4,USD,20070925
[11167],Ramirez & Hijos Servicios,EC82DAEC93383522385495,receipt number  IV100000000000194 j9wy2etw878,39615.73,USD,20171006
[11168],Ramirez & Hijos Servicios,EC82DAEC93383522385495,receipt number  INV1004000000000194 c0cffl76,36814.87,USD,20171027
[11169],OF Trading,ZW97JTDO82348480752347,receipt number 3773385990  REF 45iaokaw2e2bn,195060.4,USD,20150925
[11170],Renault & Fils SARL,EU39QKFV96686500836193,RECEIPT 971 6663386 ,60693.62,EUR,20150929
[11171],Renault & Fils SARL,EU39QKFV96686500836193,RECEIPT 9176663386 ,61471.58000000001,EUR,20151004
[11172],BF Ventures,IE68ILGN99832823108385,RECEIPT 6382524709 ,67387.63,EUR,20100927
[11173],Rossi & Figli Costruzioni,SV34SAPN07774155667863,ORDER OF  INV100000000008564,198386.71,USD,20171006
[11174],Eagle Financial Group,US42DMOC19326985519090,4725277414 ,138823.71,USD,20191016
[11175],Zhao & Sons Ltd.,EU21QINT89660374269417,payment 6910880883  REFERENCE t9sew4gh34l,37224.34,EUR,20041012
[11176],Zhao & Sons Ltd.,EU21QINT89660374269417,payment  INV100000000019611 REFERENCE 9ajfhvbjta,5460.060000000001,EUR,20040926
[11177],Dupont & Frères SARL,IE69OHOG46653629276946,ORDER OF  10013250 87484461872,6763.73,EUR,20011002
[11178],Dupont & Frères SARL,IE69OHOG46653629276946,ORDER OF  100000019483 87484461872,67832.43,EUR,20011026
[11179],Nakamura & Co. 株式会社,IE96HMFG05609084516214, INV1040000000001272,26656.47,EUR,20161019
[11180],H&Co. Enterprises,ES95HFKV50917403914231,ORDER OF INV100000000007377 ,79999.07,EUR,20160922
[11181],BC Ventures,JP10BDVR92723039543589, 2275565183,13253004.98,JPY,20011020
[11182],BC Ventures,JP10BDVR92723039543589, 2275565183,8471305.489999998,JPY,20011006
[11183],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT INV100000000000840 714098222,55786.6,USD,20000930
[11184],TNE RESOURCES,KR17XYXA58116372865191,PAY INV100000000025211 ,82658417.29,KRW,20081018
[11185],TNE RESOURCES,KR17XYXA58116372865191,PAY  4145908320,15748577.620000005,KRW,20081013
[11186],Patel & Sons Pvt. Ltd.,SV22EZNA58441680215504,RECEIPT  8154553873,181848.35,USD,20111020
[11187],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT 6867451687 ,47957.22,EUR,20210929
[11188],IET SOLUTIONS,ES20WSWB76296960053374,PAY  3075458175,110269.75,EUR,20140928
[11189],Apollo Catering Services,EC88GQNR03792485926787,RECEIPT  836254194,63504.89,USD,20231012
[11190],Park & Lee Solutions,IT10XEXA63864752816799,ORDER OF 4814708748 ,23944.93,EUR,20201016
[11191],Park & Lee Solutions,IT10XEXA63864752816799,ORDER OF 4814708748 ,28046.73,EUR,20201001
[11192],Park & Lee Solutions,IT10XEXA63864752816799,ORDER OF 4814708748 ,32681.160000000003,EUR,20200929
[11193],Schmidt & Co. Handels,ZW51DNVB11230644344992,receipt number  INV100000000023979,14089.24,USD,20121003
[11194],Schmidt & Co. Handels,ZW51DNVB11230644344992,receipt number  INV100000000023979,36231.8,USD,20121011
[11195],BHT TOURS,JP26PWMP40022856455126,INV100000000007947 ,18275827.75,JPY,20001007
[11196],Santos & Filhos Comércio,DE24YOXV92181207041396,RECEIPT INV100000000005323 ,60566.24,EUR,20050924
[11197],AeroMax Manufacturing,SE24QMID07942349086678,receipt number 1901886183 INV100000000005489,534390.95,SEK,20121018
[11198],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT  REF 0: 2224099767 REF 1: 55092949777 REF 2: 950102122 REF 3: 58491614 REF 4: 612687 8985,1040994.2200000001,USD,20171004
[11199],Rossi & Figli S.p.A.,CH63NCZR79469934122522,6112863873 ,78494.34,CHF,20140927
[11200],Nakamura & Co. 株式会社,IE80QKMH17158377169473, INV100000000101201,236080.04,EUR,20051011
[11201],Galaxy IT Services,JP55URXX19922438559959,payment  + 8295729543 & + 5054943221 & + 0262022400 & + 3976104839 tuatwn1445dtwg0,83348098.30000001,JPY,20171025
[11202],TerraNova Energy Co.,KR69MWND72849777139761,PAY  6774594985,104071200.36,KRW,20010923
[11203],F&F Ventures,SV33QXSG98847568135628,ORDER OF 2426944027 ,146235.62,USD,20141001
[11204],Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number  REF 0: 4757795365 & REF 1: 7117193597 & REF 2: 2197414131 & REF 3: 6133235646,709226.4199999999,USD,20030926
[11205],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT  REF 0: 3249843317REF 1: 2524259595REF 2: 5987334015REF 3: 3058294297,807016.1799999999,USD,20050924
[11206],Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number  INV100000000006046 4pqfs53836d9xt6,230867.94,USD,20090925
[11207],BF Ventures,IE68ILGN99832823108385,RECEIPT 9724735499 ,173005.35,EUR,20101009
[11208],Dupont & Frères SARL,IE24WYZF90101430938529,ORDER OF INV100000000008235 10000168 ,18808.969999999998,EUR,20081011
[11209],Dupont & Frères SARL,IE24WYZF90101430938529,ORDER OF INV100000000008235 10000000000346 ,12786.179999999997,EUR,20081008
[11210],TerraNova Energy Co.,KR70KLGM22082716949087,PAY INV100000000018510 ,449176183.07,KRW,20141002
[11211],Aurora Digital Labs,US30QLXI48317160457318, INV100000000000553,91542.04000000001,USD,20020928
[11212],Vista Health Care Services,SV33LFZT25489849531543,payment INV100000000003693 674201586,73169.65,USD,20030930
[11213],Vista Health Care Services,SV33LFZT25489849531543,payment  01674201586,88659.38999999998,USD,20031021
[11214],Kim & Choi Electronics,FR90VMJD61142441117749,"ORDER OF no 0: 5315339665, no 1: 7389317982, no 2: 0175448968, no 3: 8706454023  aa789d71trf3",563105.5,EUR,20041005
[11215],BHT TOURS,JP26PWMP40022856455126, 5207622306,50468228.43,JPY,20081016
[11216],IP Consulting,SV19KKUN36138602803468,ORDER OF 877071490898591758776218977487375512380852793255748867843288 ,1113917.3299999998,USD,20171026
[11217],Rossi Family Ventures,CH60WYQF12137990692904, INV100000000003717,108608.31,CHF,20091002
[11218],Infinity Edge Technologies,ES16SDAB54624906806868,PAY INV100000000002394 ,74312.73,EUR,20221016
[11219],GSOLUTIONS INC,NZ81PSLN50784663347230,RECEIPT  2882807077,340406.84,NZD,20111014
[11220],Tanaka & Co. 株式会社,ZW93RJDG67969379417643,#RECEIPT: 0600096303 ,110342.87,USD,20151012
[11221],Bertolini & Figli S.p.A.,JP04BQPW06234142267270,RECEIPT + 1936143014 & + 4326302057 ,61028061.27,JPY,20141006
[11222],Zhao & Sons Ltd.,EU21QINT89660374269417,payment no 0: 9431124564no 1: 3809451638no 2: 5964175503  REFERENCE oip3ns5zf07z36,446228.16,EUR,20011021
[11223],Blue Horizon Travel Ltd,JP26PWMP40022856455126,INV100000000003676 ,16169323.21,JPY,20051024
[11224],OSM RESOURCES,ES61SPTI39154749449893,receipt number  1000011300 4888739616,497888.2,EUR,20111009
[11225],Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number INV100000000022197 ,30912.71,USD,20100923
[11226],Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number  6785861967,16859.0,USD,20101024
[11227],TerraNova Energy Co.,KR10ETEG29651040778365,PAY  4004 458956,474634852.82,KRW,20041010
[11228],Santos & Filho Lda.,AU04ARGM63806586266454,"PAY  7449641866, 8201574343",662104.76,AUD,20171019
[11229],Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: INV100000000019037 101552 ,100803.49,USD,20071004
[11230],IET SOLUTIONS,ES20WSWB76296960053374,PAY INV100000000000233 ,70623.24,EUR,20101008
[11231],IET SOLUTIONS,ES20WSWB76296960053374,PAY  9172688000,27908.39,EUR,20101029
[11232],Kim & Lee Technologies,US11MXTO83752599536867,INV100000000004745 10000000010197 ,93816.72,USD,20021021
[11233],Kim & Lee Technologies,US11MXTO83752599536867, 100000000008969 4181653992,92933.68,USD,20021019
[11234],Bertolini & Figli S.p.A.,JP04BQPW06234142267270,RECEIPT  INV100000000015522,22609486.57,JPY,20121011
[11235],Kim & Choi Electronics,FR30KSSC94928415856154,ORDER OF  INV010000000004039 43vdittj,40923.04,EUR,20221014
[11236],Kim & Choi Electronics,FR30KSSC94928415856154,ORDER OF  INV1000000000040 qg3jk4cgwmhi9,29289.370000000003,EUR,20221015
[11237],Kim & Choi Electronics,FR37UOQH97963907409336,ORDER OF 9578262824  hb0sqy2g5m,173138.11,EUR,20020929
[11238],Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number  INV100000000022235 REF t8ezn7rzp8b,179842.81,USD,20050927
[11239],Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number  INV100000000022235 REF 9xzxwpj2f,3978.91,USD,20051011
[11240],Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number 9551577152  REF 7pxyd1tz3i,192460.39,USD,20051006
[11241],AeroMax Manufacturing,SE68LCKC51835489607558,receipt number 2924966324 ,151305.51,SEK,20091014
[11242],Rossi & Figli S.p.A.,CH63NCZR79469934122522, INV1007000000013079,13079.33,CHF,20121012
[11243],Liu & Chao Engineering,NO83KQHA30401614802459,RECEIPT 9 701937176 ,30435.51,NOK,20041013
[11244],Renault & Fils SARL,EU39QKFV96686500836193,RECEIPT  I NV100000000010165,95583.2,EUR,20080926
[11245],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT INV1000000 00028893 ,29345.2,USD,20081021
[11246],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT INV100000000028893 7154790638,154164.22,USD,20080930
[11247],Bertolini & Co. SRL,JP10BDVR92723039543589,INV100000000002062 ,17157414.35,JPY,20101013
[11248],AeroMax Manufacturing,SE24QMID07942349086678,receipt number 62641406254 ,4393488.85,SEK,20000926
[11249],SPG REALTY,PA04ULMP25623811229020,8003087451  REFERENCE 2yzq311x,251835.65,USD,20181004
[11250],Ivanov & Sons Engineering,EC07QGSB23709829413003,PAY INV100000000013951  9aj,284925.48,USD,20031002
[11251],Santos & Filho Lda.,AU14FSGP75413836101729,PAY  891389967,217224.13,AUD,20141010
[11252],KL Technologies,US07VGMG69140207635056,INV100000000017505 198 ,439687.44,USD,20110929
[11253],Red Maple Ventures,US77ISES92996107819674,payment 7518329511 ,295813.5,USD,20111012
[11254],Blue Horizon Travel Ltd,JP11NJUW09521234007518, REF 0: 9422278185 & REF 1: 3260118858 & REF 2: 0880932495,57637072.720000006,JPY,20210929
[11255],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT 89382088395 INV100000000000599,111120.5,EUR,20231006
[11256],P&C Enterprises,ZW41ZNUS76964877114424,RECEIPT NO 0: 2685586682 & NO 1: 7907204644 & NO 2: 7482398760 101771  NUM woy7ew,661557.39,USD,20011005
[11257],Rossi & Figli S.p.A.,CH63NCZR79469934122522, INV10000000005748,83342.66,CHF,20111011
[11258],PL Innovations,IT92MAHH46391973807795,ORDER OF 1843440653 ,304897.29,EUR,20161017
[11259],Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF 1713887 ,206508.17,USD,20111001
[11260],Dubois & Frères SARL,ZW27IZUX97571132337325,receipt number INV100000000006163 ,132062.04,USD,20000930
[11261],Blue Horizon Travel Ltd,JP26PWMP40022856455126, REF 0: 06484359603 & REF 1: 35600978364 & REF 2: 405702765,44863291.68,JPY,20061019
[11262],Blue Horizon Travel Ltd,JP26PWMP40022856455126, 0089195949,48890070.4,JPY,20150930
[11263],Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366, 100000000015929 INV10000000000155 NUM dwey00150e1q,1579.95,USD,20021011
[11264],Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366,9681421670 1000000008888 INV10 0000000001557 NUM xpa06z30r95ml,66271.33,USD,20021018
[11265],Dubois & Co. S.A.R.L.,ZW27HQBA00980290656589,99536617798 4611542852808933934 1000000004766  NUM avw8ki12hllz,417804.94,USD,20160929
[11266],Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: INV10000000013905 10000000014114 ,404080.05,USD,20090924
[11267],EAGLE PAYMENTS,US55FZFE21568608001876, INV100000000015442,67624.15,USD,20241006
[11268],AeroMax Manufacturing,SE68LCKC51835489607558,receipt number - 1345438639- 6508548397- 7443551919- 9499251764- 9766068802- 6852727542 ,12905159.739999998,SEK,20241028
[11269],P&S Enterprises,SV22EZNA58441680215504,RECEIPT  REF 0: 1968010603REF 1: 4737636021REF 2: 8526045034,270201.73,USD,20081011
[11270],TerraNova Energy Co.,KR69MWND72849777139761,PAY INV1000000000055 ,265879411.01,KRW,20021023
[11271],Pacific Ocean Fisheries,PA77CTJK29525577040232,#RECEIPT: INV100000000017370 10000020214 ,115853.66,USD,20111009
[11272],Zhang & Co. Limited,US49NYRG26232164607062,receipt number  3490279664,94350.95,USD,20200925
[11273],Zhang & Co. Limited,US49NYRG26232164607062,receipt number  3490279664,55966.520000000004,USD,20200927
[11274],Z&S Enterprises,EU21QINT89660374269417,payment  INV100000000005901 REFERENCE 6oyjfq0hzyw,13723.93,EUR,20220927
[11275],P&S Enterprises,SV54HXEA79381774413232,RECEIPT INV100000000023417 ,215222.12,USD,20011014
[11276],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,8372 122787 100000000003027  NUM j438osmge,155448.07,USD,20121024
[11277],BC Ventures,JP35QALD51885621071608, 8820372650,22887255.06,JPY,20051009
[11278],BC Ventures,JP35QALD51885621071608, 8820372650,28023805.899999995,JPY,20051026
[11279],IET SOLUTIONS,ES20WSWB76296960053374,PAY  0602562840,368989.01,EUR,20001014
[11280],Crimson Event Management,SV12OVQE34825959716219,receipt number  917 6211467 REF swuu47w,108107.15,USD,20130923
[11281],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number 3866439643 3884857295 9202219048 9731905482 ,715869.61,USD,20071009
[11282],BF Holdings,JP72YPCW98002965020416,RECEIPT 1392367629 ,22830834.44,JPY,20061006
[11283],OpalStone Mining Inc.,ES66UAFD58217853700753,receipt number  12357 no 0: 1560087977 | no 1: 5948931557 | no 2: 5841080166,430413.29000000004,EUR,20050924
[11284],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  1000000013814 2667907564,301407.19,EUR,20000930
[11285],Kim & Lee Technologies,US11MXTO83752599536867,INV1000003000003338 10000000000581 ,384966.98,USD,20130921
[11286],Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number  INV100000000003697 azeu2r9w2,226166.94,USD,20121002
[11287],Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF  INV100000000031652,141659.44,USD,20060930
[11288],Vista Health Care Services,SV33LFZT25489849531543,payment INV10000000001697 ,108329.3,USD,20101011
[11289],Apollo Catering Services,EC65DGAR74950078797614,RECEIPT INV100000000007030 ,153821.66,USD,20001020
[11290],Apollo Catering Services,EC65DGAR74950078797614,RECEIPT INV100000000007030 ,125031.95,USD,20000930
[11291],Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number  INV100000000081454,50231.46,USD,20230929
[11292],Kim & Choi Electronics,FR64WMIF35021218661871,ORDER OF 1882643033 INV100000000006531 ol33n0wh,237768.07,EUR,20080928
[11293],Blue Horizon Travel Ltd,JP11NJUW09521234007518, 6099810630,2031896.76,JPY,20131009
[11294],Blue Horizon Travel Ltd,JP11NJUW09521234007518,INV100000000039971 ,16066509.110000001,JPY,20131002
[11295],Ivanov & Sons Engineering,EC86PWTQ21090281441629,PAY INV100000000027070 744279355 z6asvrgr56rd,37107.1,USD,20030920
[11296],Lumen Power Technologies,IE16XJVZ01668558714423,9386349351 NV100000000004657,458739.25,EUR,20091022
[11297],Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF INV100000000062748 ,140312.16,EUR,20070927
[11298],Vista Health Care Services,SV45AQUO19832173360815,payment NV100000000009365 ,85922.31,USD,20140925
[11299],Schmidt & Partners AG,KR65TVDR85555501969335,receipt number  REF 0: 8161914841REF 1: 4479724597REF 2: 8446735811REF 3: 8599104981,1183315645.62,KRW,20110929
[11300],Zhang & Co. Limited,US49NYRG26232164607062,receipt number  no 0: 6590889047 & no 1: 4256286298 & no 2: 0345067741,466196.07,USD,20021028
[11301],Patel & Co. Pvt. Ltd.,ZW86QQQC90258600260925,RECEIPT  10000616 INV100000000007259 NUM r8op,151631.46,USD,20110923
[11302],Patel & Co. Pvt. Ltd.,ZW86QQQC90258600260925,RECEIPT 8158355101 1000012953  NUM z94gej1kq,68446.44999999998,USD,20111012
[11303],RMV CAPITAL,US77ISES92996107819674,payment  INV100000000023304,266605.91,USD,20151001
[11304],Bertolini & Figli S.p.A.,JP04BQPW06234142267270,RECEIPT 951638659 ,31404634.01,JPY,20171009
[11305],Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number 1950488358 INV1000000090008430 fpyozuhuifpgw,222953.3,USD,20161003
[11306],Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number  NV100000000008430 a1a782,134163.65999999997,USD,20161014
[11307],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number 0441593113 ,130065.73000000001,USD,20011009
[11308],Ferrari & Figli SRL,SV29UBST39258970844968,ORDER OF  INV10000000016863,301757.0,USD,20150924
[11309],Santos & Filho Lda.,AU14FSGP75413836101729,PAY  2171579678,290740.62,AUD,20090930
[11310],Vista Health Care Services,SV45AQUO19832173360815,"payment  + 7830582918, + 2363933235, + 8900125830, + 6183925429",471698.83999999997,USD,20140921
[11311],Global Solutions Ltd,NZ29LIZK29007033770641,RECEIPT INV100000000022429 ,102438.23,NZD,20141019
[11312],Global Solutions Ltd,NZ29LIZK29007033770641,RECEIPT INV100000000022429 9912849495,158911.68000000002,NZD,20141021
[11313],Santos & Filho Lda.,AU04ARGM63806586266454,PAY INV100000000000761 ,104539.6,AUD,20041014
[11314],DF Solutions,IE91QOKD10812654490933,ORDER OF  1001766 3487576744,222300.14,EUR,20221001
[11315],Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number  REF 0: 6174798744 & REF 1: 9523569316 & REF 2: 7868327598 & REF 3: 6930725434 & REF 4: 8405924228 & REF 5: 4402887007,582890.27,USD,20230928
[11316],Ferrari & Figli SRL,SV36ZCHC33600194393390,ORDER OF 940089247 ,148043.78,USD,20081027
[11317],Ferrari & Figli SRL,SV36ZCHC33600194393390,ORDER OF 94008924775 ,83194.22,USD,20081004
[11318],Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF  INV100000000011941,27823.69,USD,20081008
[11319],Ivanov & Partners Ltd.,SV82LZBB50419271184115,ORDER OF 984995050105388955881287522616 ,723498.15,USD,20090930
[11320],Nakamura & Co. 株式会社,IE96HMFG05609084516214,8 212355650 INV100000000019237,77832.85,EUR,20100930
[11321],Bertolini & Figli S.p.A.,JP52NVBD41881113710759,RECEIPT  INV100000000028745,7064231.08,JPY,20221103
[11322],Bertolini & Figli S.p.A.,JP52NVBD41881113710759,RECEIPT 2554071708 ,26627868.660000004,JPY,20220929
[11323],Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT INV100000000009857 ,276911.96,NZD,20081023
[11324],Santos & Filhos Comércio,DE12ZGPZ32978096835652,RECEIPT INV100000000023021 ,270795.06,EUR,20221001
[11325],Zhang & Co. Limited,US75EQPW47859276797866,receipt number V100000000000765 ,102985.77,USD,20031018
[11326],Hassan & Sons Pvt. Ltd.,ES92SDAP43749596766651, 1957 INV100000000022620,130317.85,EUR,20071008
[11327],Ivanov & Sons Engineering,EC86PWTQ21090281441629,PAY INV100000000028373  9nlgbmq9sh83y4a,88607.7,USD,20181013
[11328],Ivanov & Sons Engineering,EC86PWTQ21090281441629,PAY  5469805276 xsr5s9rh1kzyxo,209204.95,USD,20181020
[11329],Ivanov & Sons Engineering,EC86PWTQ21090281441629,PAY INV100000000028373  nm4dtv,95974.83000000002,USD,20181012
[11330],SC CONSULTING GROUP,US74CBJK60402391623394,RECEIPT INV100000000019478 ,37340.23,USD,20211012
[11331],Park & Lee Solutions,IT69XBSD04498910535216,ORDER OF 7503634460 ,115911.21,EUR,20101004
[11332],SF Enterprises,AU04ARGM63806586266454,PAY  6824495354,170374.68,AUD,20241016
[11333],Bianchi & Figli SRL,IE59MSHD42615312543793,RECEIPT 9767610942 ,178850.68,EUR,20231016
[11334],Eagle Financial Group,US55CGKQ34343849487945,13550466143 ,246254.72,USD,20201009
[11335],Santos & Filho Lda.,AU04ARGM63806586266454,"PAY  749530809, 0099837758, 036038140",481406.5,AUD,20021027
[11336],Bertolini & Figli S.p.A.,JP52NVBD41881113710759,RECEIPT  INV100000000005886,8221747.75,JPY,20081005
[11337],Eagle Financial Group,US55FZFE21568608001876,02946594413 ,80805.07,USD,20071006
[11338],AeroMax Manufacturing,SE68LCKC51835489607558,receipt number 8809048365 ,318862.14,SEK,20080929
[11339],AeroMax Manufacturing,SE68LCKC51835489607558,receipt number 8809048365 ,455192.14999999997,SEK,20081005
[11340],Shoreline Property Group,PA04ULMP25623811229020,"- 6374 154833, - 3071700806, - 049995490, - 06857564227  REFERENCE 3t6uocsfjc7o6a",953576.3999999999,USD,20120924
[11341],VISTA CARE NETWORK,SV33LFZT25489849531543,payment INV100000000030836 ,223591.43,USD,20241004
[11342],Patel & Co. Pvt. Ltd.,ZW76GAMT92974160785191,RECEIPT NO 0: 6566183888 & NO 1: 2795955554 & NO 2: 7382356891 & NO 3: 5103997238 18001  NUM 13brw6hek,1037734.6199999999,USD,20220930
[11343],IP Consulting,SV19KKUN36138602803468,ORDER OF 5294034617773307718686241813419136474724 ,460627.57999999996,USD,20120929
[11344],Shoreline Property Group,PA53NTKL71693721367740,8865160030 INV100000000036263 REFERENCE lbsqcvbekmt,343962.0,USD,20021023
[11345],Smith & Co. Consulting,US74CBJK60402391623394,RECEIPT NV100000000005329 ,258503.81,USD,20211023
[11346],Kim & Lee Technologies,US78QMZQ98005519667632, 10000000003119 ref 0: 1615303528 & ref 1: 5579449719,195361.95,USD,20010929
[11347],OpalStone Mining Inc.,ES20CMTE44658450515327,receipt number  10008033 no 0: 9697143158 | no 1: 9990506016,375193.92000000004,EUR,20211005
[11348],Bertolini & Figli S.p.A.,JP04BQPW06234142267270,RECEIPT  NV100000000016692,19642466.64,JPY,20101007
[11349],Dubois & Frères SARL,ZW27IZUX97571132337325,receipt number INV100000000003245 ,44319.95,USD,20111027
[11350],Dubois & Frères SARL,ZW27IZUX97571132337325,receipt number INV10000000000324 ,49684.83,USD,20110927
[11351],Schmidt & Co. Handels,ZW79SEKH68447399226873,receipt number  INV100000000001876,155194.62,USD,20181008
[11352],GXS TECH,JP23AAOZ43884105635802,payment INV100000000013896  72o0,7395265.75,JPY,20181015
[11353],GXS TECH,JP23AAOZ43884105635802,payment  5003614526 b67,49693.58999999985,JPY,20180924
[11354],Pacific Ocean Fisheries,PA70JIXZ70733964113197,#RECEIPT: INV100000000002500 1000000019645 4417526711,141674.1,USD,20181008
[11355],LPT ENERGY,IE81NFGS32338919992498, INV100000000029020,146078.99,EUR,20080925
[11356],Nakamura & Co. 株式会社,IE80QKMH17158377169473, INV100000000006274,55097.13,EUR,20081017
[11357],Nakamura & Co. 株式会社,IE80QKMH17158377169473, INV100000000006274,131993.58,EUR,20081003
[11358],Hassan & Co. Ltd.,ES07OXCB65709636961461,ORDER OF  ref 0: 1457422085 ref 1: 3996440695,173285.04,EUR,20031003
[11359],Vista Health Care Services,SV45AQUO19832173360815,payment INV100000000006028 ,61984.92,USD,20050923
[11360],Bertolini & Figli S.p.A.,JP52NVBD41881113710759,RECEIPT 4627147431 ,19796937.06,JPY,20000928
[11361],Bertolini & Figli S.p.A.,JP52NVBD41881113710759,RECEIPT 462 7417431 ,12083348.370000001,JPY,20001012
[11362],Apollo Catering Services,EC88GQNR03792485926787,RECEIPT INV100000000041927 ,235974.7,USD,20110926
[11363],Ferrari & Figli SRL,SV67KTBS30037287968797,ORDER OF 6733238307 INV100000000029866,267211.32,USD,20011005
[11364],TerraNova Energy Co.,KR69MWND72849777139761,PAY INV100000000012874 ,295659510.85,KRW,20171007
[11365],Lumen Power Technologies,IE81NFGS32338919992498, INV100000000023190,199237.45,EUR,20191003
[11366],GSOLUTIONS INC,NZ81PSLN50784663347230,RECEIPT INV100000000028470 ,112809.03,NZD,20231003
[11367],Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF 7731887164012515593759306212433581360023 ,362736.35000000003,USD,20021023
[11368],Aurora Digital Labs,US30QLXI48317160457318,6723625050 INV100000000 027234,257574.15,USD,20111027
[11369],Schmidt & Partners AG,KR68QQJI37882869633333,receipt number  REF 0: 5076693820REF 1: 1916762202REF 2: 2302347607REF 3: 4992922990,494210681.71,KRW,20000930
[11370],Nexus Financial Services,PA62DRIL34514339426048,receipt number 246 3725498  REFERENCE 6ieuvgbqip,177930.89,USD,20100930
[11371],Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT:  INV100000000028748,76084.76,USD,20091007
[11372],Galaxy IT Services,JP19TNWK68759581163124,payment  + 3762343834 & + 0542705484 tonbevgjz,32338966.22,JPY,20241020
[11373],Tanaka & Co. 株式会社,ZW93RJDG67969379417643,#RECEIPT:  INV10000000 0009228,86714.71,USD,20190926
[11374],Infinity Edge Technologies,ES20UNPH73849275307191,PAY INV100000000014525 ,103342.08,EUR,20181004
[11375],Blue Horizon Travel Ltd,JP26PWMP40022856455126, REF 0: 2617903996 & REF 1: 7771862115 & REF 2: 934697127,92455596.83,JPY,20101015
[11376],Nakamura & Co. 株式会社,IE96HMFG05609084516214,01533750742 INV100000000004706,305833.51,EUR,20061003
[11377],TerraNova Energy Co.,KR69MWND72849777139761,PAY  - 1612422428 - 4245413252 - 5160599637,717620156.41,KRW,20190927
[11378],KL Technologies,US07VGMG69140207635056, 199 ref 0: 2406020609 & ref 1: 1140893093,191599.77,USD,20130927
[11379],Zhang & Co. Limited,US49NYRG26232164607062,receipt number INV100000000027696 ,90320.42,USD,20100929
[11380],Zhang & Co. Limited,US49NYRG26232164607062,receipt number  4840281551,22224.889999999996,USD,20101006
[11381],IS Engineering Group,EC07QGSB23709829413003,PAY  NO 0: 8472684685 & NO 1: 6556762310 & NO 2: 9021279253 l0w,628690.42,USD,20141003
[11382],Dubois & Frères SARL,ZW77JSAD86352332836377,receipt number  ref 0: 7660923856 & ref 1: 5341111137,426782.03,USD,20091012
